,jd,mag,mag_unc,filter,limmag,programid
0,2459396.9586921,99.0,99.0,g,20.2007941804894,2.0
1,2459396.9591667,99.0,99.0,g,20.2772582358717,3.0
2,2459399.9363542,18.4208505064603,0.160848844677207,g,18.7466914309043,2.0
3,2459399.9368171,99.0,99.0,g,18.2361075556417,3.0
4,2459400.8676157,17.0524417341955,0.013640911928948,g,20.0572190108891,2.0
5,2459400.8680787,17.0738243244109,0.013342654603032,g,20.1026045041771,3.0
6,2459401.8871759,18.5770754110622,0.0692132654797231,g,19.8184878508427,2.0
7,2459401.8876505,18.4775119872912,0.0492275871894308,g,20.0888764012507,3.0
8,2459403.8942245,99.0,99.0,g,20.0807973038737,2.0
9,2459403.8946991,99.0,99.0,g,20.1146553498638,3.0
10,2459404.8950579,99.0,99.0,g,20.2806855824048,2.0
11,2459404.8955208,99.0,99.0,g,20.4347109508507,3.0
