,jd,mag,mag_unc,filter,limmag,programid
0,2459394.8956481,99.0,99.0,g,20.4613896777274,2.0
1,2459394.8961227,99.0,99.0,g,20.4645676656929,3.0
2,2459395.9053009,99.0,99.0,g,20.7156202952089,2.0
3,2459395.9057755,99.0,99.0,g,20.547352828071,3.0
4,2459401.89,19.9294317797623,0.0753281448324442,g,21.0789243892525,2.0
5,2459401.8904745,19.859349187762,0.0756496323667724,g,21.0042179222762,3.0
