,jd,mag,mag_unc,filter,limmag,programid,forced
0,2459411.7731481,99.0,99.0,i,20.0521101290569,2.0,1.0
152,2459417.8941551,99.0,99.0,i,17.6748087885946,2.0,1.0
153,2459422.835162,99.0,99.0,i,20.1668875485927,2.0,1.0
