,jd,mag,mag_unc,filter,limmag,programid,forced
2,2459512.7559028,99.0,99.0,i,20.3168499740893,2.0,1.0
9,2459517.7953241,20.8349487001563,0.263875710882062,i,20.6233359484774,2.0,1.0
15,2459517.7180093,20.7584991455078,0.228136003017426,g,99.0,1.0,0.0
16,2459517.7545023,20.8526000976562,0.253702014684677,g,99.0,1.0,0.0
21,2459517.7545023,20.8526000976562,0.253702014684677,g,99.0,1.0,0.0
25,2459517.7545023,20.8526000976562,0.253702014684677,g,99.0,1.0,0.0
29,2459517.7545023,20.8526000976562,0.253702014684677,g,99.0,1.0,0.0
32,2459517.7545023,20.8526000976562,0.253702014684677,g,99.0,1.0,0.0
34,2459517.7545023,20.8526000976562,0.253702014684677,g,99.0,1.0,0.0
