,jd,mag,mag_unc,filter,limmag,programid,forced
1,2459840.8636343,99.0,99.0,g,21.0592137931029,2.0,1.0
4,2459842.8443519,99.0,99.0,i,20.5128103853092,2.0,1.0
6,2459846.8410301,99.0,99.0,i,20.8348748172257,2.0,1.0
8,2459840.8177431,20.9125995635986,0.281886994838715,g,99.0,1.0,0.0
13,2459840.8177431,20.9125995635986,0.281886994838715,g,99.0,1.0,0.0
17,2459840.8177431,20.9125995635986,0.281886994838715,g,99.0,1.0,0.0
20,2459840.8177431,20.9125995635986,0.281886994838715,g,99.0,1.0,0.0
21,2459840.8177431,20.9125995635986,0.281886994838715,g,99.0,1.0,0.0
