,jd,mag,mag_unc,filter,limmag,programid
0,2459381.8472569,20.4674608095665,0.237922552595298,i,20.3682575721328,2.0
1,2459384.7879745,99.0,99.0,i,20.0551655125842,2.0
2,2459385.7423495,19.9045291018339,0.0925098456565699,r,20.8309449999757,3.0
3,2459385.7900347,99.0,99.0,g,19.9759575390695,3.0
4,2459386.7001157,20.3217026786186,0.193881810814528,r,20.4447457994926,3.0
5,2459386.7878009,19.910688512753,0.179502461745889,g,20.1173982793729,3.0
6,2459387.7615509,19.9892223872668,0.15515514620839,i,20.3541927141046,2.0
7,2459387.8143287,19.3796973368907,0.126270835670301,g,19.9683254893017,3.0
