,jd,mag,mag_unc,filter,limmag,programid,forced
0,2459837.6630208,18.9826213841546,0.0343739369374249,g,20.9839339835574,2.0,1.0
1,2459838.6554282,18.9044655697935,0.0338316571091002,g,20.9230431826449,2.0,1.0
2,2459839.6576042,18.8183691706164,0.0268240902319267,g,21.0889424564077,2.0,1.0
3,2459839.7029051,18.7941062833,0.0258324390084116,g,21.1055785407088,2.0,1.0
4,2459839.7613657,18.7737493495786,0.0255319625630685,g,21.0979246412646,2.0,1.0
5,2459839.7785764,18.713849045786,0.0243387937564484,g,21.0899872084721,2.0,1.0
6,2459839.8312153,18.7361593591174,0.0248752751190695,g,21.0886254164198,2.0,1.0
7,2459840.7315625,18.6018595362034,0.0184323157453191,g,21.2797955721312,2.0,1.0
8,2459840.7889005,18.634624847785,0.0218741152248286,g,21.1266843981543,2.0,1.0
9,2459840.8226968,18.6525355613821,0.0240314746403364,g,21.0424702975263,2.0,1.0
10,2459840.8483681,18.6387379943899,0.023819327607561,g,21.038300039276,2.0,1.0
11,2459840.8833681,18.6794731200879,0.0251407729680419,g,21.0204123436848,2.0,1.0
12,2459837.6630208,18.984561920166,0.0884364619851112,g,99.0,2.0,0.0
13,2459838.6554282,18.8979969024658,0.0864944159984589,g,99.0,2.0,0.0
14,2459839.6576042,18.8349876403809,0.0732204914093018,g,99.0,2.0,0.0
15,2459839.7029051,18.7934684753418,0.074016384780407,g,99.0,2.0,0.0
16,2459839.7135764,18.727575302124,0.0686389207839966,g,99.0,1.0,0.0
17,2459839.7613657,18.774585723877,0.0891389921307564,g,99.0,2.0,0.0
18,2459839.7776273,18.7621192932129,0.0780637189745903,g,99.0,1.0,0.0
19,2459839.7785764,18.7151336669922,0.0655171349644661,g,99.0,2.0,0.0
20,2459839.8312153,18.7535839080811,0.0834193900227547,g,99.0,2.0,0.0
21,2459840.7889005,18.6341705322266,0.0772967636585236,g,99.0,2.0,0.0
22,2459840.8226968,18.6547298431396,0.0786472335457802,g,99.0,2.0,0.0
23,2459840.8483681,18.6341648101807,0.0725623816251755,g,99.0,2.0,0.0
24,2459840.8833681,18.6819896697998,0.0737315788865089,g,99.0,2.0,0.0
25,2459837.6630208,18.984561920166,0.0884364619851112,g,99.0,2.0,0.0
26,2459838.6554282,18.8979969024658,0.0864944159984589,g,99.0,2.0,0.0
27,2459839.6576042,18.8349876403809,0.0732204914093018,g,99.0,2.0,0.0
28,2459839.7135764,18.727575302124,0.0686389207839966,g,99.0,1.0,0.0
29,2459839.7613657,18.774585723877,0.0891389921307564,g,99.0,2.0,0.0
30,2459839.7776273,18.7621192932129,0.0780637189745903,g,99.0,1.0,0.0
31,2459839.7785764,18.7151336669922,0.0655171349644661,g,99.0,2.0,0.0
32,2459839.8312153,18.7535839080811,0.0834193900227547,g,99.0,2.0,0.0
33,2459840.7889005,18.6341705322266,0.0772967636585236,g,99.0,2.0,0.0
34,2459840.8226968,18.6547298431396,0.0786472335457802,g,99.0,2.0,0.0
35,2459840.8483681,18.6341648101807,0.0725623816251755,g,99.0,2.0,0.0
36,2459840.8833681,18.6819896697998,0.0737315788865089,g,99.0,2.0,0.0
37,2459837.6630208,18.984561920166,0.0884364619851112,g,99.0,2.0,0.0
38,2459838.6554282,18.8979969024658,0.0864944159984589,g,99.0,2.0,0.0
39,2459839.7135764,18.727575302124,0.0686389207839966,g,99.0,1.0,0.0
40,2459839.7613657,18.774585723877,0.0891389921307564,g,99.0,2.0,0.0
41,2459839.7776273,18.7621192932129,0.0780637189745903,g,99.0,1.0,0.0
42,2459839.7785764,18.7151336669922,0.0655171349644661,g,99.0,2.0,0.0
43,2459839.8312153,18.7535839080811,0.0834193900227547,g,99.0,2.0,0.0
44,2459840.7889005,18.6341705322266,0.0772967636585236,g,99.0,2.0,0.0
45,2459840.8226968,18.6547298431396,0.0786472335457802,g,99.0,2.0,0.0
46,2459840.8483681,18.6341648101807,0.0725623816251755,g,99.0,2.0,0.0
47,2459840.8833681,18.6819896697998,0.0737315788865089,g,99.0,2.0,0.0
48,2459837.6630208,18.984561920166,0.0884364619851112,g,99.0,2.0,0.0
49,2459838.6554282,18.8979969024658,0.0864944159984589,g,99.0,2.0,0.0
