,jd,mag,mag_unc,filter,limmag,programid,forced
1,2459741.8322801,99.0,99.0,r,20.5417711233998,2.0,1.0
5,2459743.7411227,99.0,99.0,i,20.4378050504814,2.0,1.0
9,2459747.8875694,99.0,99.0,i,20.1764288534691,2.0,1.0
16,2459748.75875,19.779504776001,0.117798939347267,g,99.0,1.0,0.0
