"telescope_name","instrument_name","observation_id","field_id","ra","dec","target_name","obstime","filt","exposure_time","airmass","seeing","limmag"
"Palomar 1.2m","ZTF","210809399","480","233.30067","4.55","","2022-10-10T02:15:21.003829","ztfr","30","","2.085814952850342","18.63665008544922"
"Palomar 1.2m","ZTF","210809445","531","229.07556","11.75","","2022-10-10T02:16:00.998382","ztfr","30","","1.9210200309753418","18.775951385498047"
"Palomar 1.2m","ZTF","210809493","582","230.77318","18.95","","2022-10-10T02:16:42.003832","ztfr","30","","1.900635004043579","19.052501678466797"
"Palomar 1.2m","ZTF","210809541","629","218.436","26.15","","2022-10-10T02:17:24.002880","ztfr","30","","2.037099838256836","18.74639892578125"
"Palomar 1.2m","ZTF","210809589","581","223.50463","18.95","","2022-10-10T02:18:04.999681","ztfr","30","","2.1204099655151367","18.746999740600586"
"Palomar 1.2m","ZTF","210809637","480","233.30067","4.55","","2022-10-10T02:18:46.998729","ztfr","30","","2.0204148292541504","18.86724853515625"
"Palomar 1.2m","ZTF","210809684","531","229.07556","11.75","","2022-10-10T02:19:27.001931","ztfr","30","","2.0393149852752686","18.894699096679688"
"Palomar 1.2m","ZTF","210809731","582","230.77318","18.95","","2022-10-10T02:20:07.998732","ztfr","30","","1.8696099519729614","19.222700119018555"
"Palomar 1.2m","ZTF","210809780","629","218.436","26.15","","2022-10-10T02:20:49.997780","ztfr","30","","2.0798449516296387","18.874799728393555"
"Palomar 1.2m","ZTF","210809827","581","223.50463","18.95","","2022-10-10T02:21:31.003190","ztfr","30","","1.9937000274658203","18.982999801635742"
"Palomar 1.2m","ZTF","210809876","480","233.30067","4.55","","2022-10-10T02:22:13.002238","ztfr","30","","2.175294876098633","18.917049407958984"
"Palomar 1.2m","ZTF","210809922","531","229.07556","11.75","","2022-10-10T02:22:52.996791","ztfr","30","","1.988184928894043","19.072399139404297"
"Palomar 1.2m","ZTF","210809969","582","230.77318","18.95","","2022-10-10T02:23:34.002241","ztfr","30","","1.8822550773620605","19.324748992919922"
"Palomar 1.2m","ZTF","210810018","629","218.436","26.15","","2022-10-10T02:24:16.001289","ztfr","30","","2.0355300903320312","19.0177001953125"
"Palomar 1.2m","ZTF","210810065","581","223.50463","18.95","","2022-10-10T02:24:56.998090","ztfr","30","","2.006114959716797","19.05670166015625"
"Palomar 1.2m","ZTF","210810114","480","233.30067","4.55","","2022-10-10T02:25:38.997138","ztfr","30","","2.12754487991333","19.0487003326416"
"Palomar 1.2m","ZTF","210810162","531","229.07556","11.75","","2022-10-10T02:26:20.002548","ztfr","30","","2.2390999794006348","18.998748779296875"
"Palomar 1.2m","ZTF","210810209","582","230.77318","18.95","","2022-10-10T02:27:00.999348","ztfr","30","","1.924415111541748","19.35879898071289"
"Palomar 1.2m","ZTF","210810258","629","218.436","26.15","","2022-10-10T02:27:42.998396","ztfr","30","","2.189915180206299","18.980649948120117"
"Palomar 1.2m","ZTF","210810305","581","223.50463","18.95","","2022-10-10T02:28:24.003847","ztfr","30","","2.0021400451660156","19.107799530029297"
"Palomar 1.2m","ZTF","210810354","480","233.30067","4.55","","2022-10-10T02:29:06.002895","ztfr","30","","2.233870029449463","19.038450241088867"
"Palomar 1.2m","ZTF","210810400","531","229.07556","11.75","","2022-10-10T02:29:45.997447","ztfr","30","","2.1141550540924072","19.123050689697266"
"Palomar 1.2m","ZTF","210810447","582","230.77318","18.95","","2022-10-10T02:30:27.002898","ztfr","30","","2.0550551414489746","19.318649291992188"
"Palomar 1.2m","ZTF","210810496","629","218.436","26.15","","2022-10-10T02:31:09.001906","ztfr","30","","2.4249348640441895","18.921348571777344"
"Palomar 1.2m","ZTF","210810542","581","223.50463","18.95","","2022-10-10T02:31:48.996499","ztfr","30","","2.1337051391601562","19.077850341796875"
"Palomar 1.2m","ZTF","210810596","430","241.88","-2.65","","2022-10-10T02:32:34.995847","ztfr","30","","2.1254701614379883","19.21445083618164"
"Palomar 1.2m","ZTF","210810658","719","218.10044","40.55","","2022-10-10T02:33:28.995835","ztfr","30","","1.9608900547027588","19.351900100708008"
"Palomar 1.2m","ZTF","210810706","677","227.58979","33.35","","2022-10-10T02:34:10.001286","ztfr","30","","2.081904888153076","19.428600311279297"
"Palomar 1.2m","ZTF","210810752","631","233.39943","26.15","","2022-10-10T02:34:49.995839","ztfr","30","","1.9112299680709839","19.54265022277832"
"Palomar 1.2m","ZTF","210810799","583","238.04173","18.95","","2022-10-10T02:35:31.001289","ztfr","30","","2.0374350547790527","19.491600036621094"
"Palomar 1.2m","ZTF","210810847","533","243.02578","11.75","","2022-10-10T02:36:11.998090","ztfr","30","","1.8520100116729736","19.608449935913086"
"Palomar 1.2m","ZTF","210810895","430","241.88","-2.65","","2022-10-10T02:36:53.997138","ztfr","30","","2.0509350299835205","19.269550323486328"
"Palomar 1.2m","ZTF","210810957","719","218.10044","40.55","","2022-10-10T02:37:47.003529","ztfr","30","","1.984969973564148","19.30430030822754"
"Palomar 1.2m","ZTF","210811004","677","227.58979","33.35","","2022-10-10T02:38:28.000329","ztfr","30","","2.014540195465088","19.421449661254883"
"Palomar 1.2m","ZTF","210811052","631","233.39943","26.15","","2022-10-10T02:39:08.997129","ztfr","30","","2.0272998809814453","19.47534942626953"
"Palomar 1.2m","ZTF","210811098","583","238.04173","18.95","","2022-10-10T02:39:49.000332","ztfr","30","","1.8794550895690918","19.566299438476562"
"Palomar 1.2m","ZTF","210811145","533","243.02578","11.75","","2022-10-10T02:40:29.997133","ztfr","30","","1.9607000350952148","19.51525115966797"
"Palomar 1.2m","ZTF","210811194","430","241.88","-2.65","","2022-10-10T02:41:11.996140","ztfr","30","","2.067999839782715","19.205699920654297"
"Palomar 1.2m","ZTF","210811255","719","218.10044","40.55","","2022-10-10T02:42:05.002572","ztfr","30","","1.9978699684143066","19.273799896240234"
"Palomar 1.2m","ZTF","210811303","677","227.58979","33.35","","2022-10-10T02:42:45.999372","ztfr","30","","1.913444995880127","19.4635009765625"
"Palomar 1.2m","ZTF","210811349","631","233.39943","26.15","","2022-10-10T02:43:26.002575","ztfr","30","","1.9936199188232422","19.468900680541992"
"Palomar 1.2m","ZTF","210811396","583","238.04173","18.95","","2022-10-10T02:44:06.999376","ztfr","30","","1.903244972229004","19.53030014038086"
"Palomar 1.2m","ZTF","210811444","533","243.02578","11.75","","2022-10-10T02:44:47.996176","ztfr","30","","2.037060022354126","19.467599868774414"
"Palomar 1.2m","ZTF","210811493","430","241.88","-2.65","","2022-10-10T02:45:30.003834","ztfr","30","","2.1793251037597656","19.110198974609375"
"Palomar 1.2m","ZTF","210811554","719","218.10044","40.55","","2022-10-10T02:46:23.001615","ztfr","30","","2.1399900913238525","19.162799835205078"
"Palomar 1.2m","ZTF","210811601","677","227.58979","33.35","","2022-10-10T02:47:03.998415","ztfr","30","","2.218245029449463","19.305200576782227"
"Palomar 1.2m","ZTF","210811648","631","233.39943","26.15","","2022-10-10T02:47:44.001618","ztfr","30","","1.9210000038146973","19.470600128173828"
"Palomar 1.2m","ZTF","210811695","583","238.04173","18.95","","2022-10-10T02:48:24.998419","ztfr","30","","2.0185749530792236","19.438499450683594"
"Palomar 1.2m","ZTF","210811743","533","243.02578","11.75","","2022-10-10T02:49:06.003829","ztfr","30","","1.903594970703125","19.520950317382812"
"Palomar 1.2m","ZTF","210811791","430","241.88","-2.65","","2022-10-10T02:49:48.002877","ztfr","30","","2.103670120239258","19.13949966430664"
"Palomar 1.2m","ZTF","210811853","719","218.10044","40.55","","2022-10-10T02:50:41.000658","ztfr","30","","2.005390167236328","19.23015022277832"
"Palomar 1.2m","ZTF","210811900","677","227.58979","33.35","","2022-10-10T02:51:21.997459","ztfr","30","","1.957414984703064","19.39444923400879"
"Palomar 1.2m","ZTF","210811947","631","233.39943","26.15","","2022-10-10T02:52:03.002869","ztfr","30","","1.9624300003051758","19.444149017333984"
"Palomar 1.2m","ZTF","210811994","583","238.04173","18.95","","2022-10-10T02:52:42.997422","ztfr","30","","1.8937249183654785","19.501049041748047"
"Palomar 1.2m","ZTF","210812041","533","243.02578","11.75","","2022-10-10T02:53:24.002872","ztfr","30","","2.0639050006866455","19.40869903564453"
"Palomar 1.2m","ZTF","210812443","635","263.32629","26.15","","2022-10-10T02:59:11.002559","ztfr","30","","1.8437299728393555","20.033750534057617"
"Palomar 1.2m","ZTF","210814628","544","319.86812","11.75","","2022-10-10T03:30:38.998072","ztfr","30","","1.9689750671386719","19.943349838256836"
"Palomar 1.2m","ZTF","210815873","825","260","62.15","","2022-10-10T03:48:34.997748","ztfg","30","","2.0438549518585205","19.702251434326172"
"Palomar 1.2m","ZTF","210815969","724","261.18452","40.55","","2022-10-10T03:49:58.002246","ztfg","30","","1.987084984779358","19.643951416015625"
"Palomar 1.2m","ZTF","210816063","635","263.32629","26.15","","2022-10-10T03:51:19.002249","ztfg","30","","1.9033249616622925","19.617549896240234"
"Palomar 1.2m","ZTF","210816502","544","319.86812","11.75","","2022-10-10T03:57:37.995848","ztfg","30","","2.088099956512451","19.697799682617188"
"Palomar 1.2m","ZTF","210816549","545","326.85237","11.75","","2022-10-10T03:58:19.001299","ztfg","30","","2.2376348972320557","19.59695053100586"
"Palomar 1.2m","ZTF","210816597","546","333.83662","11.75","","2022-10-10T03:58:59.998099","ztfg","30","","1.99481999874115","19.741748809814453"
"Palomar 1.2m","ZTF","210816643","596","332.376","18.95","","2022-10-10T03:59:40.001262","ztfg","30","","1.9194650650024414","19.765701293945312"
"Palomar 1.2m","ZTF","210816690","597","339.62582","18.95","","2022-10-10T04:00:20.998062","ztfg","30","","1.921720027923584","19.667850494384766"
"Palomar 1.2m","ZTF","210818627","647","353.436","26.15","","2022-10-10T04:28:13.995827","ztfg","30","","1.8403400182724","19.589500427246094"
"Palomar 1.2m","ZTF","210818884","1486","317.16815","0.95","","2022-10-10T04:31:56.000658","ztfg","30","","2.1319751739501953","19.603099822998047"
"Palomar 1.2m","ZTF","210818931","1486","317.16815","0.95","","2022-10-10T04:32:36.997459","ztfg","30","","1.9371399879455566","19.720500946044922"
"Palomar 1.2m","ZTF","210818980","1590","318.88913","15.35","","2022-10-10T04:33:18.996466","ztfg","30","","2.033864974975586","19.710948944091797"
"Palomar 1.2m","ZTF","210819027","1590","318.88913","15.35","","2022-10-10T04:34:00.001917","ztfg","30","","1.814500093460083","19.847200393676758"
"Palomar 1.2m","ZTF","210819074","1640","324.22986","22.55","","2022-10-10T04:34:39.996470","ztfg","30","","1.8524949550628662","19.861148834228516"
"Palomar 1.2m","ZTF","210819121","1640","324.22986","22.55","","2022-10-10T04:35:21.001920","ztfg","30","","1.8238699436187744","19.87744903564453"
"Palomar 1.2m","ZTF","210819168","1639","316.84214","22.55","","2022-10-10T04:36:01.998720","ztfg","30","","1.9530500173568726","19.802000045776367"
"Palomar 1.2m","ZTF","210819215","1639","316.84214","22.55","","2022-10-10T04:36:42.001923","ztfg","30","","1.7791399955749512","19.918350219726562"
"Palomar 1.2m","ZTF","210819263","1589","311.77435","15.35","","2022-10-10T04:37:24.000971","ztfg","30","","1.9379149675369263","19.793048858642578"
"Palomar 1.2m","ZTF","210819310","1589","311.77435","15.35","","2022-10-10T04:38:04.004174","ztfg","30","","1.8720800876617432","19.849750518798828"
"Palomar 1.2m","ZTF","210819357","1537","307.08532","8.15","","2022-10-10T04:38:45.000975","ztfg","30","","1.9182100296020508","19.75160026550293"
"Palomar 1.2m","ZTF","210819405","1537","307.08532","8.15","","2022-10-10T04:39:25.997775","ztfg","30","","2.074860095977783","19.67745018005371"
"Palomar 1.2m","ZTF","210819452","1638","309.45443","22.55","","2022-10-10T04:40:07.003185","ztfg","30","","1.8972399234771729","19.826148986816406"
"Palomar 1.2m","ZTF","210819499","1638","309.45443","22.55","","2022-10-10T04:40:47.999986","ztfg","30","","1.9571499824523926","19.805099487304688"
"Palomar 1.2m","ZTF","210819547","1686","314.80237","29.75","","2022-10-10T04:41:28.996786","ztfg","30","","1.8945050239562988","19.82175064086914"
"Palomar 1.2m","ZTF","210819593","1686","314.80237","29.75","","2022-10-10T04:42:08.999989","ztfg","30","","1.8231099843978882","19.88465118408203"
"Palomar 1.2m","ZTF","210819641","1685","307.14268","29.75","","2022-10-10T04:42:49.996789","ztfg","30","","1.8371100425720215","19.88990020751953"
"Palomar 1.2m","ZTF","210819688","1685","307.14268","29.75","","2022-10-10T04:43:31.002240","ztfg","30","","1.8439899682998657","19.875150680541992"
"Palomar 1.2m","ZTF","210819736","1729","313.5795","36.95","","2022-10-10T04:44:11.999040","ztfg","30","","1.838594913482666","19.898849487304688"
"Palomar 1.2m","ZTF","210819782","1729","313.5795","36.95","","2022-10-10T04:44:52.002243","ztfg","30","","1.8110049962997437","19.90999984741211"
"Palomar 1.2m","ZTF","210819829","1730","321.961","36.95","","2022-10-10T04:45:32.999043","ztfg","30","","1.8607399463653564","19.860349655151367"
"Palomar 1.2m","ZTF","210819876","1730","321.961","36.95","","2022-10-10T04:46:13.002246","ztfg","30","","1.7945349216461182","19.91965103149414"
"Palomar 1.2m","ZTF","210819923","1768","312.462","44.15","","2022-10-10T04:46:53.999046","ztfg","30","","1.8888349533081055","19.860950469970703"
"Palomar 1.2m","ZTF","210819971","1768","312.462","44.15","","2022-10-10T04:47:34.995847","ztfg","30","","1.8532049655914307","19.862199783325195"
"Palomar 1.2m","ZTF","210820017","1769","321.66015","44.15","","2022-10-10T04:48:14.999050","ztfg","30","","1.8304849863052368","19.88425064086914"
"Palomar 1.2m","ZTF","210820064","1769","321.66015","44.15","","2022-10-10T04:48:55.995850","ztfg","30","","1.8259999752044678","19.8916015625"
"Palomar 1.2m","ZTF","210820112","1804","312.03909","51.35","","2022-10-10T04:49:37.001260","ztfg","30","","1.9600999355316162","19.80875015258789"
"Palomar 1.2m","ZTF","210820159","1804","312.03909","51.35","","2022-10-10T04:50:17.998061","ztfg","30","","1.8293650150299072","19.868749618530273"
"Palomar 1.2m","ZTF","210820207","1805","322.653","51.35","","2022-10-10T04:50:59.003511","ztfg","30","","1.9783449172973633","19.838550567626953"
"Palomar 1.2m","ZTF","210820254","1835","318.98986","58.55","","2022-10-10T04:51:40.000311","ztfg","30","","1.8740649223327637","19.85634994506836"
"Palomar 1.2m","ZTF","210820302","1835","318.98986","58.55","","2022-10-10T04:52:20.997112","ztfg","30","","1.7917900085449219","19.889049530029297"
"Palomar 1.2m","ZTF","210820349","1805","322.653","51.35","","2022-10-10T04:53:02.002562","ztfg","30","","1.8190900087356567","19.86949920654297"
"Palomar 1.2m","ZTF","210820395","1770","330.85831","44.15","","2022-10-10T04:53:41.997115","ztfg","30","","1.8330750465393066","19.881750106811523"
"Palomar 1.2m","ZTF","210820443","1770","330.85831","44.15","","2022-10-10T04:54:23.002566","ztfg","30","","1.8756999969482422","19.872249603271484"
"Palomar 1.2m","ZTF","210820491","1836","330.98986","58.55","","2022-10-10T04:55:05.001613","ztfg","30","","1.6833500862121582","19.936748504638672"
"Palomar 1.2m","ZTF","210820539","1836","330.98986","58.55","","2022-10-10T04:55:45.998414","ztfg","30","","1.6543350219726562","19.962499618530273"
"Palomar 1.2m","ZTF","210820585","1806","332.5724","51.35","","2022-10-10T04:56:26.001617","ztfg","30","","1.7472400665283203","19.90730094909668"
"Palomar 1.2m","ZTF","210820633","1806","332.5724","51.35","","2022-10-10T04:57:06.998417","ztfg","30","","1.720674991607666","19.919349670410156"
"Palomar 1.2m","ZTF","210820681","1860","323.87953","65.75","","2022-10-10T04:57:48.997425","ztfg","30","","1.7405850887298584","19.873300552368164"
"Palomar 1.2m","ZTF","210820729","1860","323.87953","65.75","","2022-10-10T04:58:30.002875","ztfg","30","","1.774975061416626","19.89674949645996"
"Palomar 1.2m","ZTF","210820775","1879","332.43831","72.95","","2022-10-10T04:59:09.997428","ztfg","30","","1.7877600193023682","19.831199645996094"
"Palomar 1.2m","ZTF","210820822","1861","338.77725","65.75","","2022-10-10T04:59:51.002879","ztfg","30","","1.8093149662017822","19.86870002746582"
"Palomar 1.2m","ZTF","210820870","1861","338.77725","65.75","","2022-10-10T05:00:31.999679","ztfg","30","","1.8083250522613525","19.889148712158203"
"Palomar 1.2m","ZTF","210821037","545","326.85237","11.75","","2022-10-10T05:02:56.002559","ztfg","30","","1.9184600114822388","19.431148529052734"
"Palomar 1.2m","ZTF","210821084","544","319.86812","11.75","","2022-10-10T05:03:36.999359","ztfg","30","","1.9071249961853027","19.618499755859375"
"Palomar 1.2m","ZTF","210821407","724","261.18452","40.55","","2022-10-10T05:08:16.002232","ztfg","30","","2.0587449073791504","19.272850036621094"
"Palomar 1.2m","ZTF","210821458","825","260","62.15","","2022-10-10T05:08:59.997125","ztfg","30","","2.0384349822998047","19.42984962463379"
"Palomar 1.2m","ZTF","210821563","349","33.39756","-9.85","","2022-10-10T05:10:31.002223","ztfg","30","","2.476449966430664","18.399700164794922"
"Palomar 1.2m","ZTF","210823140","638","285.77143","26.15","","2022-10-10T05:33:13.003204","ztfr","30","","1.9096699953079224","19.617450714111328"
"Palomar 1.2m","ZTF","210823187","638","285.77143","26.15","","2022-10-10T05:33:54.000005","ztfr","30","","1.882699966430664","19.622150421142578"
"Palomar 1.2m","ZTF","210823473","639","293.25314","26.15","","2022-10-10T05:38:01.000315","ztfr","30","","1.9842950105667114","19.825550079345703"
"Palomar 1.2m","ZTF","210823520","639","293.25314","26.15","","2022-10-10T05:38:41.997115","ztfr","30","","1.7608850002288818","19.97504997253418"
"Palomar 1.2m","ZTF","210823568","639","293.25314","26.15","","2022-10-10T05:39:23.002566","ztfr","30","","1.7832250595092773","19.648448944091797"
"Palomar 1.2m","ZTF","210823615","640","300.7568","26.15","","2022-10-10T05:40:03.999366","ztfr","30","","1.7420899868011475","19.87070083618164"
"Palomar 1.2m","ZTF","210823907","640","300.7568","26.15","","2022-10-10T05:44:16.002223","ztfr","30","","1.6823400259017944","20.03165054321289"
"Palomar 1.2m","ZTF","210823954","641","308.2824","26.15","","2022-10-10T05:44:56.999024","ztfr","30","","1.8661599159240723","19.956798553466797"
"Palomar 1.2m","ZTF","210824002","641","308.2824","26.15","","2022-10-10T05:45:37.995824","ztfr","30","","1.5088300704956055","19.956449508666992"
"Palomar 1.2m","ZTF","210824049","641","308.2824","26.15","","2022-10-10T05:46:19.001275","ztfr","30","","1.5563149452209473","19.99139976501465"
"Palomar 1.2m","ZTF","210824348","638","285.77143","26.15","","2022-10-10T05:50:37.000318","ztfr","30","","1.7938350439071655","19.76715087890625"
"Palomar 1.2m","ZTF","210824395","638","285.77143","26.15","","2022-10-10T05:51:17.997118","ztfr","30","","1.769010066986084","19.512849807739258"
"Palomar 1.2m","ZTF","210824443","639","293.25314","26.15","","2022-10-10T05:51:59.002569","ztfr","30","","1.8617600202560425","19.673599243164062"
"Palomar 1.2m","ZTF","210824489","639","293.25314","26.15","","2022-10-10T05:52:38.997121","ztfr","30","","1.7760549783706665","19.713050842285156"
"Palomar 1.2m","ZTF","210824777","640","300.7568","26.15","","2022-10-10T05:56:48.001927","ztfr","30","","1.7307300567626953","19.944700241088867"
"Palomar 1.2m","ZTF","210824824","640","300.7568","26.15","","2022-10-10T05:57:27.996479","ztfr","30","","1.8096449375152588","19.891700744628906"
"Palomar 1.2m","ZTF","210824871","640","300.7568","26.15","","2022-10-10T05:58:09.001930","ztfr","30","","1.6670300960540771","19.726951599121094"
"Palomar 1.2m","ZTF","210824918","641","308.2824","26.15","","2022-10-10T05:58:49.998730","ztfr","30","","1.7010300159454346","19.834999084472656"
"Palomar 1.2m","ZTF","210824965","641","308.2824","26.15","","2022-10-10T05:59:30.001933","ztfr","30","","1.5701299905776978","19.94139862060547"
"Palomar 1.2m","ZTF","210825259","638","285.77143","26.15","","2022-10-10T06:03:44.000636","ztfr","30","","1.942845106124878","19.61444854736328"
"Palomar 1.2m","ZTF","210825306","638","285.77143","26.15","","2022-10-10T06:04:24.997436","ztfr","30","","1.939729928970337","19.33264923095703"
"Palomar 1.2m","ZTF","210825354","638","285.77143","26.15","","2022-10-10T06:05:06.002887","ztfr","30","","1.8703200817108154","19.511798858642578"
"Palomar 1.2m","ZTF","210825400","639","293.25314","26.15","","2022-10-10T06:05:45.997439","ztfr","30","","2.090129852294922","19.51219940185547"
"Palomar 1.2m","ZTF","210825681","639","293.25314","26.15","","2022-10-10T06:09:48.997449","ztfr","30","","1.854835033416748","19.765850067138672"
"Palomar 1.2m","ZTF","210825728","640","300.7568","26.15","","2022-10-10T06:10:29.000652","ztfr","30","","1.735990047454834","19.620149612426758"
"Palomar 1.2m","ZTF","210825775","640","300.7568","26.15","","2022-10-10T06:11:09.997452","ztfr","30","","1.6872000694274902","19.795799255371094"
"Palomar 1.2m","ZTF","210825822","640","300.7568","26.15","","2022-10-10T06:11:51.002862","ztfr","30","","1.5812199115753174","19.85849952697754"
"Palomar 1.2m","ZTF","210826111","641","308.2824","26.15","","2022-10-10T06:15:59.999058","ztfr","30","","1.6579350233078003","20.003250122070312"
"Palomar 1.2m","ZTF","210826157","641","308.2824","26.15","","2022-10-10T06:16:40.002220","ztfr","30","","1.5331799983978271","20.061199188232422"
"Palomar 1.2m","ZTF","210826210","638","285.77143","26.15","","2022-10-10T06:17:26.001609","ztfr","30","","2.018364906311035","19.20370101928711"
"Palomar 1.2m","ZTF","210826258","638","285.77143","26.15","","2022-10-10T06:18:06.998409","ztfr","30","","1.9085149765014648","19.422649383544922"
"Palomar 1.2m","ZTF","210826305","638","285.77143","26.15","","2022-10-10T06:18:48.003860","ztfr","30","","2.0013551712036133","19.354751586914062"
"Palomar 1.2m","ZTF","210827971","550","1.37527","18.95","","2022-10-10T06:42:46.995853","ztfr","300","","1.8790900707244873","20.94594955444336"
"Palomar 1.2m","ZTF","210828568","645","338.3848","26.15","","2022-10-10T06:51:23.002549","ztfr","300","","1.7518800497055054","21.207500457763672"
"Palomar 1.2m","ZTF","210828928","691","337.223","33.35","","2022-10-10T06:56:33.999374","ztfr","300","","1.662904977798462","21.260499954223633"
"Palomar 1.2m","ZTF","210830625","695","11.9","40.4","","2022-10-10T07:20:59.999992","ztfr","300","","1.7468650341033936","21.143400192260742"
"Palomar 1.2m","ZTF","210831097","698","37.42753","40.55","","2022-10-10T07:27:47.998061","ztfr","300","","1.8165700435638428","21.096200942993164"
"Palomar 1.2m","ZTF","210831753","546","333.83662","11.75","","2022-10-10T07:37:14.998083","ztfr","30","","1.8894649744033813","19.71339988708496"
"Palomar 1.2m","ZTF","210831800","597","339.62582","18.95","","2022-10-10T07:37:56.003534","ztfr","30","","2.371959924697876","19.546850204467773"
"Palomar 1.2m","ZTF","210831848","645","338.3848","26.15","","2022-10-10T07:38:37.000334","ztfr","30","","1.6355500221252441","19.93400001525879"
"Palomar 1.2m","ZTF","210831894","596","332.376","18.95","","2022-10-10T07:39:17.003537","ztfr","30","","1.8523149490356445","19.748300552368164"
"Palomar 1.2m","ZTF","210831942","545","326.85237","11.75","","2022-10-10T07:39:58.000337","ztfr","30","","2.0542449951171875","19.561450958251953"
"Palomar 1.2m","ZTF","210831989","544","319.86812","11.75","","2022-10-10T07:40:38.997138","ztfr","30","","2.3723950386047363","19.056049346923828"
"Palomar 1.2m","ZTF","210832038","644","330.8592","26.15","","2022-10-10T07:41:20.996145","ztfr","30","","1.7724199295043945","19.678749084472656"
"Palomar 1.2m","ZTF","210832997","555","37.62436","18.95","","2022-10-10T07:55:10.004161","ztfr","300","","1.8088300228118896","20.921649932861328"
"Palomar 1.2m","ZTF","210833369","406","71.99519","-2.65","","2022-10-10T08:00:30.997431","ztfr","30","","2.0498199462890625","19.502948760986328"
"Palomar 1.2m","ZTF","210833538","294","1.62711","-17.05","","2022-10-10T08:02:56.996157","ztfi","30","","1.7727450132369995","19.30069923400879"
"Palomar 1.2m","ZTF","210833584","395","358.15163","-9.85","","2022-10-10T08:03:36.999359","ztfi","30","","1.8737599849700928","19.27079963684082"
"Palomar 1.2m","ZTF","210833631","344","354.54518","-17.05","","2022-10-10T08:04:17.996160","ztfi","30","","1.8868999481201172","19.236299514770508"
"Palomar 1.2m","ZTF","210833679","394","351.10244","-9.85","","2022-10-10T08:04:59.001610","ztfi","30","","1.975659966468811","19.261999130249023"
"Palomar 1.2m","ZTF","210833726","343","347.46325","-17.05","","2022-10-10T08:05:39.998411","ztfi","30","","2.3272900581359863","20.402599334716797"
"Palomar 1.2m","ZTF","210833774","393","344.05326","-9.85","","2022-10-10T08:06:21.003821","ztfi","30","","1.869534969329834","19.148849487304688"
"Palomar 1.2m","ZTF","210833820","342","340.38132","-17.05","","2022-10-10T08:07:00.998414","ztfi","30","","2.2843949794769287","18.810800552368164"
"Palomar 1.2m","ZTF","210834112","442","326.5625","-2.65","","2022-10-10T08:11:13.001271","ztfi","30","","2.2643651962280273","18.852100372314453"
"Palomar 1.2m","ZTF","210834158","494","330.18472","4.55","","2022-10-10T08:11:52.995824","ztfi","30","","2.00993013381958","19.121200561523438"
"Palomar 1.2m","ZTF","210834446","547","340.82087","11.75","","2022-10-10T08:16:02.000629","ztfi","30","","1.8475250005722046","19.408649444580078"
"Palomar 1.2m","ZTF","210834494","597","339.62582","18.95","","2022-10-10T08:16:42.997430","ztfi","30","","1.9487049579620361","19.449100494384766"
"Palomar 1.2m","ZTF","210834541","596","332.376","18.95","","2022-10-10T08:17:24.002880","ztfi","30","","2.0577850341796875","19.305801391601562"
"Palomar 1.2m","ZTF","210834587","545","326.85237","11.75","","2022-10-10T08:18:03.997433","ztfi","30","","1.9086549282073975","19.324501037597656"
"Palomar 1.2m","ZTF","210834635","594","317.87636","18.95","","2022-10-10T08:18:45.002883","ztfi","30","","2.0444698333740234","19.195751190185547"
"Palomar 1.2m","ZTF","210834682","643","323.3336","26.15","","2022-10-10T08:19:25.999684","ztfi","30","","1.8824549913406372","19.42755126953125"
"Palomar 1.2m","ZTF","210834730","644","330.8592","26.15","","2022-10-10T08:20:06.996484","ztfi","30","","1.9617750644683838","19.40399932861328"
"Palomar 1.2m","ZTF","210834776","691","337.223","33.35","","2022-10-10T08:20:46.999687","ztfi","30","","1.8593549728393555","19.522300720214844"
"Palomar 1.2m","ZTF","210834831","736","2.21291","47.75","","2022-10-10T08:21:34.001283","ztfi","30","","1.4256250858306885","19.83300018310547"
"Palomar 1.2m","ZTF","210834878","737","12.25","47.75","","2022-10-10T08:22:14.998083","ztfi","30","","1.5656099319458008","19.803199768066406"
"Palomar 1.2m","ZTF","210834925","738","22.28709","47.75","","2022-10-10T08:22:56.003534","ztfi","30","","1.4808900356292725","19.823450088500977"
"Palomar 1.2m","ZTF","210834979","695","11.9","40.4","","2022-10-10T08:23:42.002882","ztfi","30","","1.5137250423431396","19.799949645996094"
"Palomar 1.2m","ZTF","210835026","694","3.4686","40.55","","2022-10-10T08:24:22.999682","ztfi","30","","1.5696849822998047","19.751651763916016"
"Palomar 1.2m","ZTF","210835072","649","8.35811","33.35","","2022-10-10T08:25:03.002885","ztfi","30","","1.5417200326919556","19.689498901367188"
"Palomar 1.2m","ZTF","210835120","648","0.57433","33.35","","2022-10-10T08:25:43.999685","ztfi","30","","1.5052149295806885","19.754650115966797"
"Palomar 1.2m","ZTF","210835167","693","352.79056","33.35","","2022-10-10T08:26:24.996486","ztfi","30","","1.5362550020217896","19.736148834228516"
"Palomar 1.2m","ZTF","210835214","692","345.00678","33.35","","2022-10-10T08:27:04.999689","ztfi","30","","1.4669299125671387","19.756549835205078"
"Palomar 1.2m","ZTF","210835261","645","338.3848","26.15","","2022-10-10T08:27:45.996489","ztfi","30","","1.6370049715042114","19.608051300048828"
"Palomar 1.2m","ZTF","210835309","646","345.9104","26.15","","2022-10-10T08:28:27.001939","ztfi","30","","1.8022249937057495","19.50349998474121"
