,jd,mag,mag_unc,filter,limmag,programid
0,2459377.7876273,99.0,99.0,i,20.6170447304156,2.0
1,2459377.9103125,99.0,99.0,r,21.6596105861029,2.0
2,2459377.9107755,99.0,99.0,r,21.6817907138287,3.0
3,2459386.7669329,99.0,99.0,i,20.1777000964634,2.0
